This is Ipopt version 3.13.4, running with linear solver mumps.
  67  1.0000000e+00 2.32e-04 3.92e+07   1.3 9.40e-02    -  8.39e-01 5.98e-02h  1
  68  1.0000000e+00 2.11e-04 1.60e+08   1.3 2.15e-01    -  1.00e+00 9.63e-02h  1
  69  1.0000000e+00 2.08e-04 2.69e+08  -4.5 2.94e-01    -  3.65e-01 2.89e-02h  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  70  1.0000000e+00 2.08e-04 1.78e+08   1.2 4.08e-01    -  3.47e-02 6.38e-02h  1
  71  1.0000000e+00 2.04e-04 2.38e+09   1.2 1.69e-01    -  1.00e+00 2.22e-02h  1
  72  1.0000000e+00 8.82e-03 4.69e+10   3.4 3.19e-01    -  4.73e-01 1.00e+00f  1
  73  1.0000000e+00 7.88e-03 4.40e+10   3.4 2.90e-01    -  9.41e-01 1.09e-01h  1
  74  1.0000000e+00 5.42e-03 7.85e+10   2.7 2.71e-01    -  5.11e-01 4.87e-01h  1
  75  1.0000000e+00 5.10e-03 7.12e+10   2.7 3.51e-01    -  1.80e-01 6.74e-02h  1
  76  1.0000000e+00 4.45e-03 4.61e+10   2.7 2.15e-01    -  6.36e-01 1.59e-01h  1
  77  1.0000000e+00 4.29e-03 4.23e+10   2.7 2.65e-01    -  1.00e+00 3.70e-02h  1
  78  1.0000000e+00 2.96e-03 3.55e+10   2.7 2.37e-01    -  3.82e-01 7.62e-01h  1
  79  1.0000000e+00 2.84e-03 3.39e+10   2.7 1.04e-01    -  6.81e-01 4.21e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  80  1.0000000e+00 2.28e-03 9.74e+09   2.7 7.05e-02    -  1.00e+00 1.00e+00f  1
  81  1.0000000e+00 1.06e-03 5.30e+09   2.7 6.65e-02    -  1.00e+00 4.98e-01f  1
  82  1.0000000e+00 1.01e-03 1.53e+09   2.7 2.93e-02    -  6.40e-01 1.00e+00f  1
  83  1.0000000e+00 9.49e-04 1.37e+09   2.0 3.57e-02    -  3.17e-01 6.05e-02h  1
  84  1.0000000e+00 5.75e-04 8.57e+08   2.0 4.57e-02    -  4.36e-01 6.46e-01h  1
  85  1.0000000e+00 5.37e-04 1.22e+09   2.0 1.48e-01    -  1.57e-01 6.97e-02h  1
  86  1.0000000e+00 4.75e-04 3.15e+09   2.0 2.95e-01    -  1.00e+00 1.61e-01H  1
  87  1.0000000e+00 4.52e-04 4.03e+09   2.0 5.12e-01    -  3.94e-01 5.16e-02h  2
  88  1.0000000e+00 4.15e-04 5.08e+09   2.0 2.38e-01    -  6.67e-01 9.09e-02h  4
  89  1.0000000e+00 3.91e-04 4.35e+09   2.0 1.70e-01    -  1.21e-02 6.26e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  90  1.0000000e+00 3.75e-04 3.63e+09   2.0 1.02e-01    -  9.57e-01 4.28e-02h  1
  91  1.0000000e+00 3.82e-04 3.66e+09   2.0 3.39e-01    -  3.76e-01 1.53e-02f  7
  92  1.0000000e+00 3.72e-04 3.37e+09   2.0 1.46e-01    -  3.23e-01 2.80e-02h  1
  93  1.0000000e+00 3.72e-04 3.74e+09   1.3 8.24e-01    -  9.83e-02 1.98e-03h  1
  94  1.0000000e+00 3.71e-04 3.48e+09   1.3 3.28e-01    -  6.88e-02 2.76e-03h  1
  95  1.0000000e+00 3.60e-04 3.35e+09   1.3 3.51e-01    -  1.16e-03 3.83e-02h  1
  96  1.0000000e+00 3.55e-04 3.32e+09   1.3 6.24e-01    -  1.07e-02 2.19e-02f  6
  97  1.0000000e+00 3.55e-04 3.49e+09   1.3 3.05e-01    -  7.91e-02 1.20e-03h  1
  98  1.0000000e+00 3.39e-04 1.43e+09   1.3 3.02e-01    -  7.15e-01 4.63e-02h  1
  99  1.0000000e+00 3.33e-04 2.37e+10   1.3 2.66e-01    -  1.00e+00 2.29e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 100  1.0000000e+00 3.34e-04 2.09e+10   1.3 4.21e-01    -  1.25e-01 2.99e-02f  4
 101  1.0000000e+00 3.33e-04 2.03e+10   1.3 4.72e-01    -  1.00e+00 9.29e-04h  1
 102  1.0000000e+00 3.28e-04 2.47e+09   1.3 4.92e-01    -  9.87e-01 6.25e-02f  5
 103  1.0000000e+00 3.24e-04 2.18e+09   1.3 6.26e-01    -  2.58e-02 1.29e-02h  1
 104  1.0000000e+00 3.24e-04 1.11e+10   1.3 3.08e-01    -  1.00e+00 3.30e-04h  1
 105  1.0000000e+00 3.06e-04 1.09e+09   1.3 2.78e-01    -  8.25e-01 6.25e-02f  5
 106  1.0000000e+00 3.04e-04 2.90e+10   1.3 6.36e-01    -  1.00e+00 1.26e-02f  4
 107  1.0000000e+00 3.00e-04 3.00e+10   1.3 3.67e-01    -  2.90e-01 2.13e-02h  6
 108  1.0000000e+00 2.96e-04 6.67e+09   1.3 9.51e-01    -  9.71e-01 1.81e-02f  4
 109  1.0000000e+00 2.96e-04 7.78e+09   1.3 5.31e+00    -  1.83e-01 2.43e-03f  6
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 110  1.0000000e+00 2.91e-04 1.01e+10   1.3 7.12e-01    -  1.34e-03 1.78e-02f  3
 111  1.0000000e+00 2.89e-04 1.12e+10   1.3 7.53e-01    -  3.86e-02 7.70e-03h  3
 112  1.0000000e+00 2.89e-04 1.24e+10   1.3 3.57e+00    -  1.00e+00 6.02e-04h  5
 113  1.0000000e+00 2.89e-04 1.24e+10   1.3 3.55e+00    -  1.11e-01 5.98e-04h  8
 114  1.0000000e+00 2.88e-04 1.23e+10   1.3 3.38e+00    -  7.38e-01 6.77e-04f  8
 115  1.0000000e+00 2.78e-04 6.73e+09   1.3 5.59e-01    -  6.52e-01 3.57e-02w  1
 116  1.0000000e+00 2.87e-04 4.69e+09   1.3 1.20e+00    -  2.78e-01 1.19e-02w  1
 117  1.0000000e+00 3.35e-03 4.02e+10   1.3 1.05e+01    -  8.39e-02 3.22e-02w  1
 118  1.0000000e+00 2.83e-04 6.90e+09   1.3 1.59e-01    -  6.52e-01 1.78e-02h  1
 119  1.0000000e+00 2.82e-04 6.73e+09   1.3 1.37e+00    -  5.15e-01 3.61e-03f  6
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 120  1.0000000e+00 2.82e-04 7.46e+09   1.3 2.16e+00    -  2.30e-01 1.62e-03h  7
 121  1.0000000e+00 2.82e-04 7.14e+09   1.3 2.82e+00    -  1.14e-01 7.58e-04h  6
 122  1.0000000e+00 2.72e-04 1.05e+10   1.3 2.99e-01    -  1.59e-01 3.66e-02f  5
 123  1.0000000e+00 2.75e-04 8.49e+09   1.3 1.43e+00    -  1.07e-01 5.46e-03f  5
 124  1.0000000e+00 2.72e-04 2.78e+10   1.3 4.87e-01    -  1.00e+00 8.64e-03h  3
 125  1.0000000e+00 2.72e-04 2.70e+10   1.3 9.28e-01    -  2.96e-02 3.91e-03f  9
 126  1.0000000e+00 2.71e-04 2.40e+10   1.3 2.45e+00    -  3.86e-01 2.58e-03h  6
 127  1.0000000e+00 2.69e-04 5.57e+10   1.3 8.82e-01    -  1.00e+00 5.81e-03h  2
 128  1.0000000e+00 2.67e-04 3.74e+10   1.3 6.14e-01    -  1.00e+00 1.13e-02h  3
 129  1.0000000e+00 4.68e-03 3.04e+11   1.3 2.94e+00    -  1.64e-01 2.19e-01w  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 130  1.0000000e+00 2.27e-03 8.04e+10   1.3 3.76e-01    -  4.79e-01 1.00e+00w  1
 131  1.0000000e+00 1.99e-03 6.57e+10   1.3 2.44e-01    -  9.90e-01 1.23e-01w  1
 132  1.0000000e+00 2.67e-04 3.72e+10   1.3 2.33e+00    -  1.64e-01 1.71e-03h  7
 133  1.0000000e+00 2.67e-04 3.76e+10   1.3 3.68e+00    -  3.44e-02 3.49e-04f 10
 134  1.0000000e+00 2.66e-04 1.27e+10   1.3 2.03e+00    -  7.37e-01 2.81e-03h  6
 135  1.0000000e+00 2.65e-04 1.38e+10   1.3 1.47e+00    -  9.79e-01 2.53e-03f  6
 136  1.0000000e+00 2.65e-04 1.48e+10   1.3 2.35e+00    -  1.99e-02 1.02e-03h  5
 137  1.0000000e+00 2.64e-04 1.88e+10   1.3 9.18e-01    -  1.00e+00 7.12e-03f  5
 138  1.0000000e+00 2.64e-04 1.94e+10   1.3 2.78e+00    -  4.63e-01 5.32e-04h  6
 139  1.0000000e+00 2.64e-04 2.00e+10   1.3 1.85e+00    -  1.60e-02 9.08e-04f  7
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 140  1.0000000e+00 2.64e-04 2.03e+10   1.3 1.45e+00    -  6.60e-01 1.31e-03f  7
 141  1.0000000e+00 2.64e-04 2.05e+10   1.3 2.09e+00    -  6.39e-01 9.84e-04h  4
 142  1.0000000e+00 5.21e-04 1.42e+11   1.3 2.02e+00    -  7.60e-01 4.62e-02w  1
 143  1.0000000e+00 1.41e-03 1.48e+10   1.3 1.38e-01    -  1.00e+00 1.00e+00w  1
 144  1.0000000e+00 2.13e-02 3.52e+10   1.3 5.34e-01    -  3.50e-01 1.00e+00w  1
 145  1.0000000e+00 2.64e-04 1.47e+11   1.3 1.25e+00    -  7.60e-01 7.22e-04h  6
 146  1.0000000e+00 2.63e-04 2.14e+11   1.3 1.13e+00    -  7.25e-01 3.36e-03h  7
 147  1.0000000e+00 2.62e-04 2.97e+11   1.3 1.37e+00    -  9.08e-01 2.79e-03h  9
 148  1.0000000e+00 2.62e-04 2.63e+11   1.3 5.76e+00    -  2.33e-01 1.83e-04h 11
 149  1.0000000e+00 2.62e-04 2.47e+11   1.3 6.91e+00    -  2.51e-01 7.75e-05h 13
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 150  1.0000000e+00 2.62e-04 1.52e+11   1.3 2.15e+00    -  4.06e-01 9.49e-04h 10
 151  1.0000000e+00 2.61e-04 2.26e+11   1.3 1.86e+00    -  6.22e-01 2.19e-03h  9
 152  1.0000000e+00 2.61e-04 2.18e+11   1.3 1.91e+00    -  6.40e-02 1.40e-03f  9
 153  1.0000000e+00 2.61e-04 2.18e+11   1.3 1.73e+00    -  2.98e-03 2.47e-03f  9
 154  1.0000000e+00 2.61e-04 8.66e+10   1.3 5.33e+00    -  6.30e-01 6.13e-04f 10
 155  1.0000000e+00 9.74e-02 2.57e+12   1.3 5.88e+00    -  3.76e-02 2.19e-01w  1
 156  1.0000000e+00 2.39e-02 9.13e+10   1.3 5.24e-01    -  2.85e-02 1.00e+00w  1
 157  1.0000000e+00 3.11e-03 9.14e+08   1.3 2.21e-01    -  9.90e-01 1.00e+00w  1
 158  1.0000000e+00 2.68e-03 1.60e+07   1.3 2.83e-01    -  9.82e-01 1.00e+00f  1
 159  1.0000000e+00 4.20e-02 7.31e+06   1.3 8.56e-01    -  5.44e-01 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 160  1.0000000e+00 2.67e-02 6.30e+04   1.3 5.84e-01    -  9.90e-01 1.00e+00f  1
 161  1.0000000e+00 5.68e-02 7.88e+04   1.3 9.96e-01    -  9.69e-01 1.00e+00f  1
 162  1.0000000e+00 1.33e-01 1.46e+04   1.3 9.45e-01    -  4.41e-01 1.00e+00f  1
 163  1.0000000e+00 1.45e-01 1.59e+05   1.3 1.72e+00    -  9.25e-01 8.34e-01f  1
 164  1.0000000e+00 9.65e-02 9.70e+04   1.3 1.12e+00    -  1.99e-01 1.00e+00h  1
 165  1.0000000e+00 5.70e-02 2.65e+04   1.3 1.16e+00    -  1.00e+00 5.89e-01h  1
 166  1.0000000e+00 3.51e-02 3.71e+04   1.3 6.41e-01    -  1.00e+00 8.18e-01h  1
 167  1.0000000e+00 2.29e-02 7.12e+05   1.3 8.65e-01    -  4.03e-01 4.35e-01H  1
 168  1.0000000e+00 1.72e-02 1.38e+06   1.3 1.10e+00    -  6.04e-01 5.00e-01f  2
 169  1.0000000e+00 2.17e-02 1.85e+06   1.3 6.59e-01    -  1.00e+00 2.50e-01f  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 170  1.0000000e+00 3.09e-02 1.56e+06   1.3 7.36e-01    -  1.00e+00 2.50e-01f  3
 171  1.0000000e+00 5.37e-02 1.51e+06   1.3 6.86e-01    -  1.00e+00 2.50e-01f  3
 172  1.0000000e+00 4.97e-02 1.36e+06   1.3 5.98e-01    -  1.00e+00 2.50e-01f  3
 173  1.0000000e+00 4.74e-02 1.32e+06   1.3 5.51e-01    -  6.42e-01 7.29e-02f  4
 174  1.0000000e+00 4.15e-02 1.18e+06   1.3 2.82e-01    -  1.00e+00 1.48e-01h  1
 175  1.0000000e+00 1.51e-02 5.72e+05   1.3 2.27e-01    -  1.00e+00 1.00e+00h  1
 176  1.0000000e+00 5.46e-02 1.84e+05   1.3 1.96e-01    -  1.00e+00 1.00e+00f  1
 177  1.0000000e+00 3.84e-02 1.27e+06   1.3 7.58e-01    -  4.87e-01 5.00e-01f  2
 178  1.0000000e+00 2.50e-02 4.53e+05   1.3 5.11e-01    -  1.00e+00 5.03e-01f  1
 179  1.0000000e+00 2.03e-02 9.33e+05   1.3 5.06e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 180  1.0000000e+00 2.55e-02 6.24e+05   1.3 4.99e-01    -  1.00e+00 1.00e+00f  1
 181  1.0000000e+00 2.32e-02 1.08e+06   1.3 5.91e-01    -  1.00e+00 8.28e-01H  1
 182  1.0000000e+00 2.04e-02 9.09e+05   1.3 4.62e-01    -  1.00e+00 2.50e-01f  3
 183  1.0000000e+00 1.79e-02 7.09e+05   1.3 5.03e-01    -  6.19e-01 1.25e-01f  4
 184  1.0000000e+00 1.15e-02 6.85e+05   1.3 7.81e-01    -  6.76e-01 5.25e-01H  1
 185  1.0000000e+00 1.05e-02 8.67e+05   1.3 2.49e-01    -  1.00e+00 7.18e-01f  1
 186  1.0000000e+00 1.70e-02 3.59e+05   1.3 6.76e-01    -  7.13e-01 1.00e+00f  1
 187  1.0000000e+00 1.20e-02 2.96e+04   1.3 6.07e-01    -  1.00e+00 4.09e-01H  1
 188  1.0000000e+00 8.28e-03 2.45e+05   1.3 3.67e-01    -  1.00e+00 5.30e-01H  1
 189  1.0000000e+00 1.50e-02 4.72e+05   1.3 3.47e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 190  1.0000000e+00 1.55e-02 2.50e+05   1.3 4.06e-01    -  5.58e-01 1.25e-01f  4
 191  1.0000000e+00 5.85e-03 3.31e+05   1.3 2.92e-01    -  1.00e+00 5.72e-01h  1
 192  1.0000000e+00 7.54e-03 5.52e+05   1.3 1.81e-01    -  2.74e-01 3.19e-01H  1
 193  1.0000000e+00 5.03e-03 9.47e+05   1.3 2.58e-01    -  1.00e+00 1.00e+00f  1
 194  1.0000000e+00 3.31e-03 4.36e+05   1.3 1.81e-01    -  1.00e+00 4.22e-01h  1
 195  1.0000000e+00 2.28e-03 3.13e+06   1.3 2.55e-01    -  1.00e+00 1.00e+00h  1
 196  1.0000000e+00 2.79e-03 7.84e+05   1.3 2.06e-01    -  1.00e+00 1.00e+00f  1
 197  1.0000000e+00 1.73e-03 1.04e+06   1.3 1.34e-01    -  1.00e+00 5.00e-01h  2
 198  1.0000000e+00 1.61e-03 4.86e+06   1.3 1.96e-01    -  1.00e+00 9.70e-01h  1
 199  1.0000000e+00 1.46e-03 3.97e+06   1.3 2.06e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 200  1.0000000e+00 1.39e-03 7.13e+05   1.3 2.02e-01    -  9.77e-01 5.00e-01f  2
 201  1.0000000e+00 1.23e-03 6.37e+05   1.3 6.95e-02    -  1.00e+00 1.11e-01h  1
 202  1.0000000e+00 1.18e-03 4.01e+06   1.3 1.52e-01    -  1.00e+00 1.00e+00h  1
 203  1.0000000e+00 9.46e-04 2.37e+06   1.3 1.27e-01    -  1.00e+00 5.00e-01h  2
 204  1.0000000e+00 9.41e-04 2.02e+06   1.3 1.63e-01    -  1.00e+00 5.00e-01f  2
 205  1.0000000e+00 7.00e-04 1.95e+06   1.3 8.58e-02    -  1.00e+00 4.79e-01h  1
 206  1.0000000e+00 6.07e-04 3.74e+06   1.3 1.99e-01    -  1.00e+00 1.93e-01h  1
 207  1.0000000e+00 5.18e-04 4.64e+06   1.3 2.42e-01    -  1.00e+00 1.64e-01h  2
 208  1.0000000e+00 3.99e-04 3.44e+06   1.3 1.38e-01    -  1.00e+00 2.31e-01h  1
 209  1.0000000e+00 3.36e-04 5.66e+06   1.3 2.96e-01    -  1.00e+00 1.86e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 210  1.0000000e+00 3.32e-04 4.70e+06   1.3 4.29e-01    -  9.84e-01 1.21e-01h  2
 211  1.0000000e+00 2.90e-04 1.36e+07   1.3 3.82e-01    -  1.00e+00 1.38e-01h  1
 212  1.0000000e+00 2.46e-04 9.67e+06   1.3 4.00e-01    -  1.00e+00 3.18e-01h  1
 213  1.0000000e+00 2.25e-04 1.20e+07   1.3 1.00e-01    -  1.00e+00 1.03e-01h  1
 214  1.0000000e+00 2.14e-04 4.60e+07   1.3 1.25e-01    -  1.00e+00 2.37e-01h  1
 215  1.0000000e+00 2.18e-04 2.53e+08   1.3 1.28e-01    -  1.00e+00 1.57e-01h  1
 216  1.0000000e+00 2.32e-04 2.42e+08   1.3 1.42e-01    -  2.65e-01 1.25e-01f  4
 217  1.0000000e+00 2.20e-04 1.89e+08   1.3 1.93e-01    -  1.00e+00 7.97e-02h  3
 218  1.0000000e+00 1.88e-04 3.52e+08   1.3 1.54e-01    -  1.00e+00 1.62e-01h  2
 219  1.0000000e+00 1.89e-04 9.31e+08   1.3 3.45e-01    -  6.08e-01 3.43e-02h  4
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 220  1.0000000e+00 1.83e-04 9.53e+08   1.3 1.69e-01    -  4.74e-01 5.69e-02h  5
 221  1.0000000e+00 1.81e-04 3.38e+09   1.3 7.77e-01    -  1.00e+00 1.26e-02h  1
 222  1.0000000e+00 1.81e-04 3.33e+09   1.3 1.52e+00    -  5.06e-01 8.23e-03h  5
